long_name,overall,potential,cluster
Jordan Lotomba,75,78,0
Pablo Paulino Rosario,75,78,0
Jerdy Schouten,75,78,0
Aarón Martín Caricol,75,78,0
Keidi Bare,75,78,0
Chidera Ejuke,75,78,0
Eduard Löwen,75,78,0
Ermedin Demirović,75,78,0
Boubakary Soumaré,75,78,0
Joseph Martin Paintsil,75,78,0
Jovane Eduardo Borges Cabral,75,78,0
Iago Amaral Borduchi,75,78,0
Matheus Henrique de Souza,75,78,0
Marvin Friedrich,75,77,0
Ben Godfrey,75,77,0
Amir Hadžiahmetović,75,77,0
Rasmus Nissen Kristensen,75,77,0
Gustavo Hamer,75,77,0
Jean Paulo Fernandes Filho,75,77,1
Jean-Philippe Mateta,75,77,0
Alexis Claude-Maurice,75,77,0
Dani de Wit,75,77,0
Gijs Smal,75,77,0
Kristijan Jakić,75,77,0
Federico Baschirotto,75,77,0
Marc-Oliver Kempf,75,76,0
Bamidele Alli,75,76,0
Daniele Rugani,75,76,0
Nabil Bentaleb,75,76,0
Samuel Gustafson,75,76,0
Lautaro Daniel Gianetti,75,76,0
Marcus Ingvartsen,75,76,0
Jason Grégory Marianne Denayer,75,76,0
Josh Brownhill,75,76,0
Harry Wilson,75,76,0
Emanuel Mammana,75,76,0
Walace Souza Silva,75,76,0
Damian Dawid Szymański,75,76,0
Jérémie Boga,75,76,0
Connor Roberts,75,76,0
Enrique Barja Afonso,75,76,0
Nicolás Emanuel Fernández,75,76,0
Ché Adams,75,76,0
Maximilian Eggestein,75,76,0
Rubén Duarte Sánchez,75,76,0
Alexander Nahuel Barboza Ullúa,75,76,0
Eduardo Expósito Jaén,75,76,0
Nahitan Michel Nández Acosta,75,76,0
Aschraf El Mahdioui,75,76,0
Bruno Viana Willemen Da Silva,75,76,0
Aurélio Gabriel Ulineia Buta,75,76,0
Diadié Samassékou,75,76,0
Mama Samba Baldé,75,76,0
Marco Richter,75,76,0
Miguel Ángel Merentiel Serrano,75,76,0
Facundo Nahuel Tenaglia,75,76,0
Nemanja Radonjić,75,76,0
Daniel-Kofi Kyereh,75,76,0
Deniz Undav,75,76,0
Georgiy Bushchan,75,76,1
Ondřej Kolář,75,76,1
Enzo Hernán Díaz,75,76,0
Lukáš Kalvach,75,76,0
Miguel Crespo da Silva,75,76,0
Andrés Eduardo Fernández Moreno,75,75,1
Álvaro Negredo Sánchez,75,75,0
Ricardo José Cecília Batista,75,75,1
Remko Pasveer,75,75,1
João Filipe Iria Santos Moutinho,75,75,0
Radamel Falcao García Zárate,75,75,0
Jonathan Grant Evans,75,75,0
Séamus Coleman,75,75,0
Víctor David Díaz Miguel,75,75,0
Maximiliano Nicol Moralez,75,75,0
Gylfi Þór Sigurðsson,75,75,0
Maurício José da Silveira Júnior,75,75,0
José María Callejón Bueno,75,75,0
Joshua Christian Kojo King,75,75,0
Cheikhou Kouyaté,75,75,0
Clément Grenier,75,75,0
Taison Barcellos Freda,75,75,0
Gustavo Leonardo Bou,75,75,0
Fidel Chaves de la Torre,75,75,0
Damián Rodrigo Díaz,75,75,0
Fehmi Mert Günok,75,75,1
Teemu Eino Antero Pukki,75,75,0
Christopher Grant Wood,75,75,0
Cenk Tosun,75,75,0
Wesley Foderingham,75,75,1
Xherdan Shaqiri,75,75,0
Ricardo Iván Rodríguez Araya,75,75,0
Younès Belhanda,75,75,0
Andriy Yarmolenko,75,75,0
Grzegorz Krychowiak,75,75,0
Bart Schenkeveld,75,75,0
Stefan Bell,75,75,0
Martín Andrés Silva Leites,75,75,1
Domagoj Vida,75,75,0
Alejandro Fernández Iglesias,75,75,0
Anthony Losilla,75,75,0
Nicolas Pallois,75,75,0
Connor Lambert Goldson,75,75,0
Dennis Praet,75,75,0
Mark Uth,75,75,0
Juan Guilherme Nunes Jesus,75,75,0
Djibril Sidibé,75,75,0
Brecht Dejaegere,75,75,0
Rasmus Falk Jensen,75,75,0
Anton Ciprian Tătărușanu,75,75,1
Matthew James Doherty,75,75,0
Nicola Domenico Sansone,75,75,0
Jeffrey Gouweleeuw,75,75,0
Diego Demme,75,75,0
Jamaal Lascelles,75,75,0
Tonny Emilio Trindade de Vilhena,75,75,0
Alessandro Florenzi,75,75,0
Pavel Kadeřábek,75,75,0
José Luís Mendes Andrade,75,75,0
Santiago Arias Naranjo,75,75,0
Kevin Stöger,75,75,0
Luis Jan Piers Advíncula Castrillón,75,75,0
Cristian Portugués Manzanera,75,75,0
Sebastián Javier Rodríguez Iriarte,75,75,0
Denis Suárez Fernández,75,75,0
Cristian Leonel Ramírez Zambrano,75,75,0
Jean-Daniel Dave Lewis Akpa Akpro,75,75,0
Valeri Qazaishvili,75,75,0
Bernard Anício Caldeira Duarte,75,75,0
Luís Hernández Rodríguez,75,75,0
Alessio Cragno,75,75,1
Jed Wallace,75,75,0
Leonardo Carrilho Baptistão,75,75,0
Mats Kristoffer Olsson,75,75,0
Sanjin Prcić,75,75,0
Juan Cruz Álvaro Armada,75,75,0
Taxiarchis Fountas,75,75,0
Patrick Bamford,75,75,0
Philipp Hofmann,75,75,0
Robin Patrick Olsen,75,75,1
Josef Alexander Martínez Mencia,75,75,0
Matías Ezequiel Dituro,75,75,1
Bertrand Isidore Traoré,75,75,0
Lukas Kübler,75,75,0
Robin Pröpper,75,75,0
Christopher Jullien,75,75,0
Omar Mascarell González,75,75,0
Kévin Manuel Rodrigues,75,75,0
Derlis Alberto González Galeano,75,75,0
Vinícius Goes Barbosa de Souza,75,75,0
Sam Larsson,75,75,0
Fernando Pacheco Flores,75,75,1
Marcel Schuhen,75,75,1
André Ramalho Silva,75,75,0
Samuel Castillejo Azuaga,75,75,0
Paulo André Rodrigues de Oliveira,75,75,0
Rubén Peña Jiménez,75,75,0
Guillermo Matías Fernández,75,75,0
Gianluca Lapadula Vargas,75,75,0
Mohamed Naser Elsayed Elneny,75,75,0
Janik Haberer,75,75,0
Daniel Heuer Fernandes,75,75,1
Ricardo Sousa Esgaio,75,75,0
Leander Dendoncker,75,75,0
Marcos Paulo Mesquita Lopes,75,75,0
Sebastián Alberto Palacios,75,75,0
Divock Okoth Origi,75,75,0
Federico Di Francesco,75,75,0
Tim Kleindienst,75,75,0
David Mackalister Silva Mosquera,75,75,0
Federico Andrés Mancuello,75,75,0
Rodrigo Francisco Jesús Rey,75,75,1
Leonardo Germán Sigali,75,75,0
Cristian Franco Lema,75,75,0
Lucas Nicolás Alario,75,75,0
Bruno Petković,75,75,0
Unai García Lugea,75,75,0
Robert Kenedy Nunes do Nascimento,75,75,0
Keita Baldé Diao,75,75,0
Ander Capa Rodríguez,75,75,0
Phillipp Mwene,75,75,0
José Luis Palomino,75,75,0
Sandro Ramírez Castillo,75,75,0
Alejandro Daniel Silva González,75,75,0
Gonzalo Rubén Piovi,75,75,0
Miguel Ángel Borja Hernández,75,75,0
Emanuel Quartsin Gyasi,75,75,0
Papa Alioune N'Diaye,75,75,0
Mislav Oršić,75,75,0
Ahmed Mohammed Sharahili,75,75,0
Tarek Hamed,75,75,0
Cyriel Dessers,75,75,0
Iván López Álvarez,75,75,0
Daler Kuzyaev,75,75,0
Gabriel Arias Arroyo,75,75,1
Stefan Lainer,75,75,0
Luis Jesús Rioja González,75,75,0
Amahl Pellegrino,75,75,0
Guilherme Haubert Sityá,75,75,0
İrfan Can Kahveci,75,75,0
Cesar Fernando Silva dos Santos,75,75,0
Gabriel Ávalos Stumpfs,75,75,0
Andrei Girotto,75,75,0
Cyle Christopher Larin,75,75,0
Víctor Ignacio Malcorra,75,75,0
Cristian Roldán León,75,75,0
Gelson Dany Batalha Martins,75,75,0
Kevin Vázquez Comesaña,75,75,0
Antonio José Raíllo Arenas,75,75,0
Rafael Jiménez Jarque,75,75,0
Rubén Alcaraz Jiménez,75,75,0
Falaye Sacko,75,75,0
Simão Alvin Donatinho Garcia,75,75,1
Enaldo Diogo Barbosa Prazeres,75,75,0
Alexandre Jonas Santos Fernandes,75,75,1
Estevão Danilo Candeira Inácio,75,75,0
Leôncio Roger Vimieiro Madeira,75,75,0
Kaíque Osvaldo Castro Rodrigues,75,75,1
Daniel Clayton Fachini Lobato,75,75,0
Joshua Eduardo Sá Madeira,75,75,0
Rubens Jairo Freitosa Costa,75,75,0
Duirval Hélton Diniz Cabral,75,75,0
Pascoal Simão Muscato Vieira,75,75,0
Elias Thiago Petri Taffarel,75,75,0
Estevão Daniel Formoso Serpa,75,75,0
Aitor Cantalapiedra Fernández,75,75,0
Leonardo Fabio Castro Loaiza,75,75,0
Santiago Lionel Ascacíbar,75,75,0
Miha Zajc,75,75,0
Tarik Tissoudali,75,75,0
Mikkel Rygaard Jensen,75,75,0
Zack Steffen,75,75,1
José Antonio Caro Díaz,75,75,1
Elieser Danilo Baldeiro Lopes,75,75,0
Michael Ngadeu-Ngadjui,75,75,0
Amaral Alves Marcos Vinicius,75,75,0
Jawad El Yamiq,75,75,0
Marius Bülter,75,75,0
Carlos Vinícius Alves Morais,75,75,0
Patrik Hrošovský,75,75,0
Adama Malouda Traoré,75,75,0
Paulo Vítor Fagundes dos Anjos,75,75,1
Shon Zalman Weissman,75,75,0
Evan Ferguson,74,86,0
Martin Baturina,74,86,0
Fábio Leandro Carvalho,74,85,0
Edoardo Bove,74,85,0
Raphael Onyedika Nwadike,74,85,0
Pablo Barrios Rivas,74,85,0
Yann Aurel Ludger Bisseck,74,84,0
Amad Diallo Traoré,74,84,0
William Joel Pacho Tenorio,74,84,0
Eric Martel,74,84,0
Luka Sučić,74,84,0
Degnand Wilfried Gnonto,74,84,0
Fabian Rieder,74,84,0
Francisco Fernandes Conceição,74,84,0
Miguel Gutiérrez Ortega,74,84,0
Levi Samuels Colwill,74,84,0
Kristjan Asllani,74,84,0
Nicolò Cambiaghi,74,84,0
Tiago Maria Antunes Gouveia,74,84,0
Sergio Gómez Martín,74,83,0
Djed Spence,74,83,0
Denys Popov,74,83,0
Ian Ethan Maatsen,74,83,0
Quinten Ryan Crispito Timber,74,83,0
Taylor Jay Harwood-Bellis,74,83,0
Yunus Dimoara Musah,74,83,0
Georges Mikautadze,74,83,0
Malik Tillman,74,83,0
Luiz Lúcio Reis Júnior,74,83,1
Andrea Cambiaso,74,83,0
Anass Zaroury,74,83,0
Valentino Livramento,74,83,0
Mohamed Zeki Amdouni,74,83,0
Alexander Prass,74,83,0
Jakub Piotr Kiwior,74,83,0
Andy Diouf,74,83,0
Nikola Krstović,74,83,0
Calvin Bassey Ughelumba,74,82,0
Jonathan Michael Burkardt,74,82,0
Víctor Gómez Perea,74,82,0
Lassina Chamste Soudine Franck Traoré,74,82,0
Brenden Russell Aaronson,74,82,0
Armel Bella Kotchap,74,82,0
Gustav Tang Isaksen,74,82,0
Tom Krauß,74,82,0
Rıdvan Yılmaz,74,82,0
Manuel Sánchez de la Peña,74,82,0
Anthony Rouault,74,82,0
Nicolás Melamed Ribaudo,74,82,0
Raúl García de Haro,74,82,0
Samuel de Almeida Costa,74,82,0
Kamaldeen Sulemana,74,82,0
Tiago Barreiros de Melo Tomás,74,82,0
Sebastián Tomás Meza,74,82,1
Kevin Leonardo Mier Robles,74,82,1
Maxime Estève,74,82,0
Liel Abada,74,82,0
Christos Zafeiris,74,82,0
Jhon Janer Lucumí Bonilla,74,81,0
Reiss Nelson,74,81,0
Carlos Eccehomo Cuesta Figueroa,74,81,0
Ethan Kwame Colm Raymond Ampadu,74,81,0
Jaminton Leandro Campaz,74,81,0
Timothy Tarpeh Weah,74,81,0
Mark Alexander McKenzie,74,81,0
Neco Williams,74,81,0
Andriy Lunin,74,81,1
Nikola Moro,74,81,0
Joël Mohammed Ramzan Piroe,74,81,0
Victor Okoh Boniface,74,81,0
João Pedro Loureiro da Costa,74,81,0
Andrea Colpani,74,81,0
Daniel Santos Bragança,74,81,0
本 寛也,74,81,0
Tote António Gomes,74,81,0
Ramón Terrats Espacio,74,81,0
Iliman Ndiaye,74,81,0
Anastasios Douvikas,74,81,0
Sam Beukema,74,81,0
Đorđe Petrović,74,81,1
Jefferson Ruan Pereira dos Santos,74,81,0
Joaquín Nicolás Pereyra,74,80,0
Benjamin Anthony Brereton Díaz,74,80,0
Japhet Tanganga,74,80,0
Zaydou Youssouf,74,80,0
Samuele Birindelli,74,80,0
Nathan Tella,74,80,0
Jakub Piotr Moder,74,80,0
Ludovit Reis,74,80,0
Benjamin Johnson,74,80,0
Albert-Mboyo Sambi Lokonga,74,80,0
Federico Agustín Gattoni,74,80,0
Ramón Rodríguez Jiménez,74,80,0
Joseph Scally,74,80,0
Marcus Holmgren Pedersen,74,80,0
Pietro Beruatto,74,80,0
Silas Katompa Mvumpa,74,80,0
Iván Martín Núñez,74,80,0
Rodrigo Zalazar Martínez,74,80,0
Joris Chotard,74,80,0
Ramón Sosa Acosta,74,80,0
David Pereira Da Costa,74,80,0
Óscar Mingueza García,74,80,0
Sergi Cardona Bermúdez,74,80,0
Daniel Alexis Leite Figueira,74,80,1
Reece Oxford,74,79,0
Sergio Akieme Rodríguez,74,79,0
Kasper Kaan Özden Kairinen,74,79,0
Carles Aleñá Castillo,74,79,0
Cédric Zesiger,74,79,0
Dan-Axel Zagadou,74,79,0
Mitchel Bakker,74,79,0
Szymon Piotr Żurkowski,74,79,0
Brenner Souza da Silva,74,79,0
Moritz Jenz,74,79,0
Patric Pfeiffer,74,79,0
Linton Maina,74,79,0
Hugo Duro Perales,74,79,0
Ryan Giles,74,79,0
Petar Musa,74,79,0
Yassine Benrahou,74,79,0
Michal Sadílek,74,79,0
Ersin Destanoğlu,74,79,1
Montassar Omar Talbi,74,79,0
Hassan Mohammed Al-Tambakti,74,79,0
Saud Abdullah Abdul Hamid,74,79,0
Nicolás Capaldo Toboas,74,79,0
Christopher Jeffrey Richards,74,79,0
Melvin Michel Maxence Bard,74,79,0
Jean Emile Junior Onana Onana,74,79,0
Gabriel Davi Gomes Sara,74,79,0
Ariel Agustín Sant'Anna Quintero,74,79,0
Jesús Vallejo Lázaro,74,78,0
Joe Rodon,74,78,0
Lawrence Ati Zigi,74,78,1
Malang Sarr,74,78,0
Andrea Pinamonti,74,78,0
Daniel Cárdenas Líndez,74,78,1
Jordan Torunarigha,74,78,0
Marco Friedl,74,78,0
Nedim Bajrami,74,78,0
Marin Pongračić,74,78,0
Nicolas Louis Marcel Cozza,74,78,0
Danilo Pereira Da Silva,74,78,0
Armando Obispo,74,78,0
Mohamed Lamine Bayo,74,78,0
Paul Jaeckel,74,78,0
Luca Pellegrini,74,78,0
Pavel Bucha,74,78,0
Amos Pieper,74,78,0
Unai Vencedor París,74,78,0
Sinaly Diomandé,74,78,0
Rubén Blanco Veiga,74,77,1
Angus Gunn,74,77,1
Aarón Escandell Banacloche,74,77,1
Sebastiano Luperto,74,77,0
Freddie Woodman,74,77,1
Karol Świderski,74,77,0
Adrián Marín Gómez,74,77,0
Maximilian Mittelstädt,74,77,0
Bright Osayi-Samuel,74,77,0
Tomás Cardona,74,77,0
Lassana Coulibaly,74,77,0
Ibrahima Sissoko,74,77,0
David Chidozie Okereke,74,77,0
Dany Mota Carvalho,74,77,0
Guus Berend Til,74,77,0
Arnaud Dominique Nordin,74,77,0
Anders Laustrup Dreyer,74,77,0
Cristian Nahuel Barrios,74,77,0
Rubén Estephan Vargas Martínez,74,77,0
Haji Wright,74,77,0
Gerzino Nyamsi,74,77,0
Elvis Rexhbeçaj,74,77,0
Jan-Niklas Beste,74,77,0
Ander Guevara Lajo,74,77,0
Tomás Alejandro Chancalay,74,77,0
Héctor David Martínez,74,77,0
João Klauss de Mello,74,77,0
Iñigo Vicente Elorduy,74,77,0
Martin Erlić,74,77,0
Aihen Muñoz Capellán,74,77,0
Gonçalo Rosa Gonçalves Pereira Rodrigues,74,77,0
Mostafa Mohamed Ahmed Abdallah,74,77,0
Kevin John Ufuoma Akpoguma,74,76,0
Riechedly Bazoer,74,76,0
David von Ballmoos,74,76,1
Carl Anders Theodor Starfelt,74,76,0
Rodrigo Eduardo Echeverría Sáez,74,76,0
Lewis Cook,74,76,0
Mason Holgate,74,76,0
Benjamin Whiteman,74,76,0
Matthias Bader,74,76,0
Daniel Lønne Iversen,74,76,1
Pantelis Hatzidiakos,74,76,0
Tom Davies,74,76,0
Joe Worrall,74,76,0
Fabian Reese,74,76,0
Jens Dalsgaard Stage,74,76,0
Jorge Eduardo Sánchez Ramos,74,76,0
Zian Flemming,74,76,0
Andreaw Gravillon,74,76,0
Rominigue Kouamé,74,76,0
Toma Bašić,74,76,0
Lee Nicholls,74,75,1
Sergio Rico González,74,75,1
Andreas Gianniotis,74,75,1
Neal Maupay,74,75,0
Thomas Strakosha,74,75,1
Niklas Stark,74,75,0
Robert Skov,74,75,0
Tin Jedvaj,74,75,0
Patrick Mainka,74,75,0
Jake Cooper,74,75,0
Gian-Luca Waldschmidt,74,75,0
David Robert Brooks,74,75,0
Jan Kacper Bednarek,74,75,0
Mory Diaw,74,75,1
Jaïro Riedewald,74,75,0
Lewis Morgan,74,75,0
Unai López Cabrera,74,75,0
Harry Winks,74,75,0
Adrián Andrés Cubas,74,75,0
Morten Thorsby,74,75,0
Benson Manuel Hedilazio,74,75,0
Fábio Samuel Amorim Silva,74,75,0
Dorukhan Toköz,74,75,0
Tyronne Ebuehi,74,75,0
Jonjoe Kenny,74,75,0
Carl Henrik Jordan Larsson,74,75,0
Petar Stojanović,74,75,0
Ryan Phelim Manning,74,75,0
Jon Gorenc Stanković,74,75,0
Borja Mayoral Moya,74,75,0
Emre Mor,74,75,0
Adam Mohamed Ounas,74,75,0
Jalil Juan José Elías,74,75,0
Kevin Mac Allister,74,75,0
Henry Chukwuemeka Onyekuru,74,75,0
Mario González Gutiérrez,74,75,0
Albert Guðmundsson,74,75,0
Jefferson David Savarino Quintero,74,75,0
Fernando Calero Villa,74,75,0
Christopher Ramos de la Flor,74,75,0
Vivaldo Borges dos Santos Neto,74,75,0
Carlos Neva Tey,74,75,0
Robert Samuel Rojas Chávez,74,75,0
Agustín Palavecino Lamela,74,75,0
Filip Panák,74,75,0
Lukáš Provod,74,75,0
Lukáš Sadílek,74,75,0
Magnus Wolff Eikrem,74,74,0
Tiago Manuel Dias Correia,74,74,0
Asmir Begović,74,74,1
Vadis Odjidja-Ofoe,74,74,0
Miguel Ángel Torrén,74,74,0
Emiliano Gabriel Vecchio,74,74,0
Max-Alain Gradel,74,74,0
Oier Olazábal Paredes,74,74,1
Mathias Jattah-Njie Jørgensen,74,74,0
Francisco Mérida Pérez,74,74,0
Simon Terodde,74,74,0
Christian Benteke Liolo,74,74,0
Massimo Coda,74,74,0
Ömer Toprak,74,74,0
Oliver Norwood,74,74,0
Ron-Robert Zieler,74,74,1
Gaël Kakuta,74,74,0
Leroy Johan Fer,74,74,0
Joel Ward,74,74,0
Aaron James Ramsey,74,74,0
Sven Ulreich,74,74,1
Carlos Augusto Zambrano Ochandarte,74,74,0
Mauricio Aníbal Isla Isla,74,74,0
Cristian Darío Álvarez,74,74,1
Victor Wanyama,74,74,0
Ryan Jack,74,74,0
Liam Cooper,74,74,0
Francisco Femenía Far,74,74,0
Nathaniel Edwin Clyne,74,74,0
Tolgay Ali Arslan,74,74,0
Adam Smith,74,74,0
Enrique García Martínez,74,74,0
Sergio Escudero Palomo,74,74,0
Leandro Daniel Cabrera Sasía,74,74,0
Luis Miguel Rodríguez,74,74,0
Mateusz Andrzej Klich,74,74,0
Maxime Gonalons,74,74,0
Jens Stryger Larsen,74,74,0
Vincent Le Goff,74,74,0
Karl Darlow,74,74,1
Filip Đuričić,74,74,0
Knowledge Musona,74,74,0
Pontus Jansson,74,74,0
Borja García Freire,74,74,0
Wahbi Khazri,74,74,0
Mathew Allan Leckie,74,74,0
Tom Cairney,74,74,0
Moisés Lima Magalhães,74,74,0
Carlos Emilio Lampe Porras,74,74,1
Simone Verdi,74,74,0
Jordan Pierre Ayew,74,74,0
Samuel Sáiz Alonso,74,74,0
Sergio Ezequiel Araújo,74,74,0
Benjamin Stambouli,74,74,0
Germán Sánchez Barahona,74,74,0
Fredrik Midtsjø,74,74,0
Nampalys Mendy,74,74,0
Sergio Álvarez Díaz,74,74,0
Ross Barkley,74,74,0
Lukáš Hejda,74,74,0
Jaroslav Zelený,74,74,0
Bruno Maximiliano Martins Indi,74,74,0
Sergi Gómez Solà,74,74,0
André Filipe Brás André,74,74,0
Josué Filipe Soares Pesqueira,74,74,0
Luca Caldirola,74,74,0
Anders Christiansen,74,74,0
Adam Maher,74,74,0
윤빛가람 尹光河,74,74,0
Robert Žulj,74,74,0
Darlington Joephillip Nagbe,74,74,0
Danny Vieira da Costa,74,74,0
Jack Stephens,74,74,0
Jannik Vestergaard,74,74,0
Dimitri Foulquier,74,74,0
Virgil Roy Misidjan,74,74,0
Jens Jønsson,74,74,0
Hendrik Van Crombrugge,74,74,1
Luís Carlos Novo Neto,74,74,0
Stefan Schwab,74,74,0
Lorenzo António Melgarejo Sanabria,74,74,0
John Egan,74,74,0
Matija Nastasić,74,74,0
Rob Schoofs,74,74,0
Stefan Ristovski,74,74,0
Calum Chambers,74,74,0
Will Hughes,74,74,0
Carlos Arturo Bacca Ahumada,74,74,0
Lars Veldwijk,74,74,0
Dimitrios Kourmpelis,74,74,0
Thomas Foket,74,74,0
Hörður Björgvin Magnússon,74,74,0
Joseph Alfred Duncan,74,74,0
Rubén Sobrino Pozuelo,74,74,0
Stefan Mitrović,74,74,0
Eugenio Esteban Mena Reveco,74,74,0
Joshua Brenet,74,74,0
Christian Albert Elliot Burgess,74,74,0
Romell Samir Quioto Robinson,74,74,0
Pablo Ezequiel De Blasis,74,74,0
Federico Ceccherini,74,74,0
Thomas Alun Lockyer,74,74,0
Jackson Alexander Irvine,74,74,0
Karol Linetty,74,74,0
John Swift,74,74,0
Alejandro José Muñoz Miguel,74,74,0
Günay Güvenç,74,74,1
Max Meyer,74,74,0
Roberto Gagliardini,74,74,0
황의조 Ui Jo Hwang,74,74,0
조현우 崔永宇,74,74,1
Tiago Rafael Maia da Silva,74,74,0
Wesley Saïd,74,74,0
António José Pinheiro de Carvalho,74,74,0
Óscar Esau Duarte Gaitán,74,74,0
Daniel Amartey,74,74,0
Stanislav Kritsyuk,74,74,1
주민규 朱文奎,74,74,0
Adrien Tameze,74,74,0
Antonio José Rodríguez Díaz,74,74,0
Mikael Uhre,74,74,0
Ryan Christie,74,74,0
Christian Alberto Cueva Bravo,74,74,0
Carlos Roberto Izquierdoz,74,74,0
Leandro Nicolás Díaz,74,74,0
Diego Matías Rodríguez,74,74,1
Leonel Ariel Miranda,74,74,0
Matías Ezequiel Catalán,74,74,0
Brahian Milton Alemán Athaydes,74,74,0
Lisandro Ezequiel López Dessypris,74,74,0
Iván José Marcone,74,74,0
Darío Ismael Benedetto,74,74,0
Fernando Zuqui,74,74,0
Lucas Ezequiel Janson,74,74,0
Philip Aksel Frigast Zinckernagel,74,74,0
Leonardo Roque Gil,74,74,0
Armando Izzo,74,74,0
Cican Stanković,74,74,1
Lawrence Shankland,74,74,0
Marcel Tisserand,74,74,0
Yury Lodygin,74,74,1
Maximilian Philipp,74,74,0
Carlos Akapo Martínez,74,74,0
Léo Dubois,74,74,0
Wesley Theodorus Hoedt,74,74,0
Salih Uçan,74,74,0
Moses Daddy-Ajala Simon,74,74,0
Julien Ariel De Sart,74,74,0
Alexis Martín Arias,74,74,1
Ramiro Ángel Carrera,74,74,0
Georges-Kévin Nkoudou Mbida,74,74,0
Joseba Zaldúa Bengoetxea,74,74,0
Joel Julius Ilmari Pohjanpalo,74,74,0
Isaac Carcelén Valencia,74,74,0
Hassane Kamara,74,74,0
Antonio-Mirko Čolak,74,74,0
Serhiy Sydorchuk,74,74,0
Andrés Felipe Roa Estrada,74,74,0
Jacob Rinne,74,74,1
Ondrej Duda,74,74,0
Benno Schmitz,74,74,0
Marvelous Nakamba,74,74,0
Akim Zedadka,74,74,0
Munir Mohand Mohamedi,74,74,1
Andreas Bouchalakis,74,74,0
Yeimar Pastor Gómez Andrade,74,74,0
Juan Ferney Otero Tovar,74,74,0
Jorge Agustín Rodríguez,74,74,0
Ivan Ordets,74,74,0
Khaled Narey,74,74,0
Íñigo Lekue Martínez,74,74,0
Gyrano Kerk,74,74,0
Murilo de Souza Costa,74,74,0
Cristian Omar Espinoza,74,74,0
Omar Colley,74,74,0
南野 拓実,74,74,0
Federico Fattori Mouzo,74,74,0
Gonzalo Julián Melero Manzanares,74,74,0
Alexis Castro,74,74,0
Marvin Wanitzek,74,74,0
Leonardo Ezequiel Godoy,74,74,0
Lukas Maria Görtler,74,74,0
Bruno Amílcar Valdez Rojas,74,74,0
Laureano Antonio Villa Suárez,74,74,0
Daniel Mancini,74,74,0
Enzo Wellington Marteiro Santoso,74,74,1
Vinicius Lúcio Cardenha Caeiro,74,74,0
Osvaldo Murilo Lodeiro Ferreira,74,74,0
Maurício Wilson Borghes Caeiro,74,74,0
Caio Rodrigo Nunes Anjos,74,74,0
Eltildo Lucas Correia Pitta,74,74,0
Claudiano G. Sobrino Guevara,74,74,0
Douglas Arthur Carvalheira Peixoto,74,74,0
Edvaldo Flávio Rebelo de Freit,74,74,0
Danilo Manuel Aldair Rochela,74,74,0
Fernando Elton Meireles Petri,74,74,0
Adriano Leandro Soares Scitto,74,74,1
Lino Francisco Essier Simão,74,74,0
Gérson Adriano Damesio Figueiras,74,74,0
Oswaldo Germano Cuba Correia,74,74,0
Michael Renan Dimeira Couto,74,74,0
Kauê Enaldo Lima Rodrigues,74,74,0
Ailton Diogo Coelho Barbosa,74,74,0
Rodrigo Éder Serpa Conceição,74,74,0
Murilo Kaíque Sanches Cardoso,74,74,0
Elias Thiago Fontoira Marques,74,74,0
Diego Hugo Ramos Calado,74,74,0
José Emerson Mirazar Coelho,74,74,0
Erick Ronaldo Gameira Carvalho,74,74,0
Nicholas Júlio Aldair Leal,74,74,0
Benjamin Chris Meseira Zonta,74,74,0
Gustavo Affonso Sauerbeck,74,74,0
Faïz Selemani,74,74,0
Josip Mišić,74,74,0
Iván Alejo Peralta,74,74,0
Francisco José Sánchez Rodríguez,74,74,0
Thomas Henry,74,74,0
浅野 佐藤,74,74,0
Bautista Merlini,74,74,0
Mardial Sidney Cunha Sousa,74,74,0
Carlos Alberto Cáceda Oyaguez,74,74,1
Carlos Gustavo Quintana,74,74,0
Efecan Karaca,74,74,0
Lucas Höler,74,74,0
João Carlos Araújo Fonseca Silva,74,74,0
Pedro Filipe Barbosa Moreira,74,74,0
Jorge Renato Praceira Diniz,74,74,0
Douglas Arthur Armeira Bahia,74,74,0
Roberto Júnior Soira Souza,74,74,0
Darko Brašanac,74,74,0
Robert Nesta Glatzel,74,74,0
Emmanouil Siopis,74,74,0
Bernardo Nicolás Cuesta,74,74,0
Enis Bardhi,74,74,0
Kristoffer Zachariassen,74,74,0
나상호 那尚昊,74,74,0
Jon Guridi Aldalur,74,74,0
奥川 雅也,74,74,0
Georgios Giakoumakis,74,74,0
Sandro Leonardo Morales,74,74,0
Alexander Niklas Meyer-Schade,74,74,1
Saâd Abdullah Bguir,74,74,0
Lukáš Masopust,74,74,0
Kevin Behrens,74,74,0
Juan Diego Molina Martínez,74,74,0
前田 大然,74,74,0
Adam Fernando Bareiro Gamarra,74,74,0
Ismaila Pathé Ciss,74,74,0
Giorgos Athanasiadis,74,74,1
Richard Hernán Schunke,74,74,0
Hernán Ismael Galíndez,74,74,1
José Andrés Martínez Torres,74,74,0
Mourad Batna,74,74,0
Aleš Mandous,74,74,1
Ivan Schranz,74,74,0
Amir Sâyoud,74,74,0
Václav Jurečka,74,74,0
Roméo Lavia,73,86,0
Rico Lewis,73,86,0
Björn Meijer,73,85,0
Talles Magno Bacelar Martins,73,84,0
Carlos Jonas Alcaraz,73,84,0
Oscar Exequiel Zeballos,73,84,0
Oscar Gloukh,73,84,0
